from,to
hsa-miR-154-5p,XM_047422073
hsa-miR-154-5p,XM_047424963
hsa-miR-154-5p,XM_047432366
hsa-miR-154-5p,XM_047432371
hsa-miR-154-5p,XM_047447332
hsa-miR-299-3p,NM_000076
hsa-miR-299-3p,NM_000440
hsa-miR-299-3p,NM_000685
hsa-miR-299-3p,NM_001003676
hsa-miR-299-3p,NM_001017961
hsa-miR-299-3p,NM_001031705
hsa-miR-299-3p,NM_001034914
hsa-miR-299-3p,NM_001080418
hsa-miR-299-3p,NM_001083615
hsa-miR-299-3p,NM_001100910
hsa-miR-299-3p,NM_001101372
hsa-miR-299-3p,NM_001122630
hsa-miR-299-3p,NM_001123168
hsa-miR-299-3p,NM_001134473
hsa-miR-299-3p,NM_001135
hsa-miR-299-3p,NM_001136486
hsa-miR-299-3p,NM_001142468
hsa-miR-299-3p,NM_001142470
hsa-miR-299-3p,NM_001146158
hsa-miR-299-3p,NM_001163809
hsa-miR-299-3p,NM_001164397
hsa-miR-299-3p,NM_001164839
hsa-miR-299-3p,NM_001171167
hsa-miR-299-3p,NM_001171168
hsa-miR-299-3p,NM_001205206
hsa-miR-299-3p,NM_001205207
hsa-miR-299-3p,NM_001242849
hsa-miR-299-3p,NM_001242850
hsa-miR-299-3p,NM_001242920
hsa-miR-299-3p,NM_001271635
hsa-miR-299-3p,NM_001278184
hsa-miR-299-3p,NM_001284343
hsa-miR-299-3p,NM_001285450
hsa-miR-299-3p,NM_001287596
hsa-miR-299-3p,NM_001304346
hsa-miR-299-3p,NM_001305544
hsa-miR-299-3p,NM_001305545
hsa-miR-299-3p,NM_001312872
hsa-miR-299-3p,NM_001312874
hsa-miR-299-3p,NM_001320149
hsa-miR-299-3p,NM_001330174
hsa-miR-299-3p,NM_001330394
hsa-miR-299-3p,NM_001347865
hsa-miR-299-3p,NM_001347866
hsa-miR-299-3p,NM_001348212
hsa-miR-299-3p,NM_001349687
hsa-miR-299-3p,NM_001349689
hsa-miR-299-3p,NM_001352511
hsa-miR-299-3p,NM_001369268
hsa-miR-299-3p,NM_001369369
hsa-miR-299-3p,NM_001369567
hsa-miR-299-3p,NM_001369569
hsa-miR-299-3p,NM_001369572
hsa-miR-299-3p,NM_001369573
hsa-miR-299-3p,NM_001369584
hsa-miR-299-3p,NM_001370498
hsa-miR-299-3p,NM_001372574
hsa-miR-299-3p,NM_001382779
hsa-miR-299-3p,NM_001382781
hsa-miR-299-3p,NM_001385251
hsa-miR-299-3p,NM_001395745
hsa-miR-299-3p,NM_001609
hsa-miR-299-3p,NM_002507
hsa-miR-299-3p,NM_002764
hsa-miR-299-3p,NM_003199
hsa-miR-299-3p,NM_003593
hsa-miR-299-3p,NM_003599
hsa-miR-299-3p,NM_003809
hsa-miR-299-3p,NM_003954
hsa-miR-299-3p,NM_004083
hsa-miR-299-3p,NM_005074
hsa-miR-299-3p,NM_005794
hsa-miR-299-3p,NM_005880
hsa-miR-299-3p,NM_006078
hsa-miR-299-3p,NM_006187
hsa-miR-299-3p,NM_006227
hsa-miR-299-3p,NM_006302
hsa-miR-299-3p,NM_006511
hsa-miR-299-3p,NM_006671
hsa-miR-299-3p,NM_006999
hsa-miR-299-3p,NM_007031
hsa-miR-299-3p,NM_007157
hsa-miR-299-3p,NM_009585
hsa-miR-299-3p,NM_012335
hsa-miR-299-3p,NM_013227
hsa-miR-299-3p,NM_014234
hsa-miR-299-3p,NM_014424
hsa-miR-299-3p,NM_014615
hsa-miR-299-3p,NM_015388
hsa-miR-299-3p,NM_016487
hsa-miR-299-3p,NM_017704
hsa-miR-299-3p,NM_017763
hsa-miR-299-3p,NM_022119
hsa-miR-299-3p,NM_022478
hsa-miR-299-3p,NM_022831
hsa-miR-299-3p,NM_054013
hsa-miR-299-3p,NM_138995
hsa-miR-299-3p,NM_144775
hsa-miR-299-3p,NM_144985
hsa-miR-299-3p,NM_145248
hsa-miR-299-3p,NM_152643
hsa-miR-299-3p,NM_173565
hsa-miR-299-3p,NM_178834
hsa-miR-299-3p,NM_182676
hsa-miR-299-3p,NM_194255
hsa-miR-299-3p,NM_198075
hsa-miR-299-3p,NM_198474
hsa-miR-299-3p,NM_207418
hsa-miR-299-3p,XM_006721478
hsa-miR-299-3p,XM_011510655
hsa-miR-299-3p,XM_011521313
hsa-miR-299-3p,XM_011521314
hsa-miR-299-3p,XM_011529447
hsa-miR-299-3p,XM_011537677
hsa-miR-299-3p,XM_024446047
hsa-miR-299-3p,XM_024454349
hsa-miR-299-3p,XM_047416576
hsa-miR-299-3p,XM_047416665
hsa-miR-299-3p,XM_047417513
hsa-miR-299-3p,XM_047420059
hsa-miR-299-3p,XM_047428906
hsa-miR-299-3p,XM_047436331
hsa-miR-323a-3p,NM_000248
hsa-miR-323a-3p,NM_000436
hsa-miR-323a-3p,NM_000657
hsa-miR-323a-3p,NM_001001665
hsa-miR-323a-3p,NM_001042762
hsa-miR-323a-3p,NM_001099672
hsa-miR-323a-3p,NM_001099673
hsa-miR-323a-3p,NM_001099691
hsa-miR-323a-3p,NM_001102592
hsa-miR-323a-3p,NM_001105
hsa-miR-323a-3p,NM_001111067
hsa-miR-323a-3p,NM_001136205
hsa-miR-323a-3p,NM_001145358
hsa-miR-323a-3p,NM_001146029
hsa-miR-323a-3p,NM_001164595
hsa-miR-323a-3p,NM_001172745
hsa-miR-323a-3p,NM_001172746
hsa-miR-323a-3p,NM_001184967
hsa-miR-323a-3p,NM_001195192
hsa-miR-323a-3p,NM_001231
hsa-miR-323a-3p,NM_001256478
hsa-miR-323a-3p,NM_001257964
hsa-miR-323a-3p,NM_001267556
hsa-miR-323a-3p,NM_001267557
hsa-miR-323a-3p,NM_001267558
hsa-miR-323a-3p,NM_001268
hsa-miR-323a-3p,NM_001281731
hsa-miR-323a-3p,NM_001282751
hsa-miR-323a-3p,NM_001282941
hsa-miR-323a-3p,NM_001286830
hsa-miR-323a-3p,NM_001286831
hsa-miR-323a-3p,NM_001287492
hsa-miR-323a-3p,NM_001287493
hsa-miR-323a-3p,NM_001293320
hsa-miR-323a-3p,NM_001300754
hsa-miR-323a-3p,NM_001300756
hsa-miR-323a-3p,NM_001301109
hsa-miR-323a-3p,NM_001306080
hsa-miR-323a-3p,NM_001308264
hsa-miR-323a-3p,NM_001321533
hsa-miR-323a-3p,NM_001330583
hsa-miR-323a-3p,NM_001347663
hsa-miR-323a-3p,NM_001347664
hsa-miR-323a-3p,NM_001347666
hsa-miR-323a-3p,NM_001347667
hsa-miR-323a-3p,NM_001349370
hsa-miR-323a-3p,NM_001354604
hsa-miR-323a-3p,NM_001363059
hsa-miR-323a-3p,NM_001363879
hsa-miR-323a-3p,NM_001364303
hsa-miR-323a-3p,NM_001366632
hsa-miR-323a-3p,NM_001367501
hsa-miR-323a-3p,NM_001367502
hsa-miR-323a-3p,NM_001374769
hsa-miR-323a-3p,NM_001399
hsa-miR-323a-3p,NM_003211
hsa-miR-323a-3p,NM_003236
hsa-miR-323a-3p,NM_003612
hsa-miR-323a-3p,NM_003629
hsa-miR-323a-3p,NM_004184
hsa-miR-323a-3p,NM_004947
hsa-miR-323a-3p,NM_005068
hsa-miR-323a-3p,NM_005295
hsa-miR-323a-3p,NM_005778
hsa-miR-323a-3p,NM_005800
hsa-miR-323a-3p,NM_006363
hsa-miR-323a-3p,NM_006722
hsa-miR-323a-3p,NM_006910
hsa-miR-323a-3p,NM_007350
hsa-miR-323a-3p,NM_012189
hsa-miR-323a-3p,NM_013232
hsa-miR-323a-3p,NM_014211
hsa-miR-323a-3p,NM_014616
hsa-miR-323a-3p,NM_015842
hsa-miR-323a-3p,NM_015920
hsa-miR-323a-3p,NM_016156
hsa-miR-323a-3p,NM_017744
hsa-miR-323a-3p,NM_018703
hsa-miR-323a-3p,NM_021648
hsa-miR-323a-3p,NM_023037
hsa-miR-323a-3p,NM_024419
hsa-miR-323a-3p,NM_024496
hsa-miR-323a-3p,NM_032172
hsa-miR-323a-3p,NM_032507
hsa-miR-323a-3p,NM_032663
hsa-miR-323a-3p,NM_032985
hsa-miR-323a-3p,NM_032986
hsa-miR-323a-3p,NM_033225
hsa-miR-323a-3p,NM_052911
hsa-miR-323a-3p,NM_138643
hsa-miR-323a-3p,NM_138644
hsa-miR-323a-3p,NM_138727
hsa-miR-323a-3p,NM_138728
hsa-miR-323a-3p,NM_147190
hsa-miR-323a-3p,NM_152347
hsa-miR-323a-3p,NM_152432
hsa-miR-323a-3p,NM_153768
hsa-miR-323a-3p,NM_153769
hsa-miR-323a-3p,NM_153770
hsa-miR-323a-3p,NM_173812
hsa-miR-323a-3p,NM_178833
hsa-miR-323a-3p,NM_182700
hsa-miR-323a-3p,NM_198178
hsa-miR-323a-3p,NM_198396
hsa-miR-323a-3p,NM_201278
hsa-miR-323a-3p,NM_201281
hsa-miR-323a-3p,NM_206876
hsa-miR-323a-3p,XM_011537882
hsa-miR-323a-3p,XM_024446012
hsa-miR-323a-3p,XM_024449363
hsa-miR-323a-3p,XM_024453487
hsa-miR-323a-3p,XM_047420611
hsa-miR-323a-3p,XM_047420613
hsa-miR-323a-3p,XM_047420693
hsa-miR-323a-3p,XM_047423341
hsa-miR-323a-3p,XM_047427806
hsa-miR-323a-3p,XM_047427807
hsa-miR-323a-3p,XM_047427808
hsa-miR-323a-3p,XM_047430324
hsa-miR-323a-3p,XM_047437286
hsa-miR-329-3p,NM_000228
hsa-miR-329-3p,NM_000278
hsa-miR-329-3p,NM_000358
hsa-miR-329-3p,NM_000930
hsa-miR-329-3p,NM_001001330
hsa-miR-329-3p,NM_001010847
hsa-miR-329-3p,NM_001011708
hsa-miR-329-3p,NM_001012761
hsa-miR-329-3p,NM_001017392
hsa-miR-329-3p,NM_001017922
hsa-miR-329-3p,NM_001018003
hsa-miR-329-3p,NM_001037671
hsa-miR-329-3p,NM_001040649
hsa-miR-329-3p,NM_001042479
hsa-miR-329-3p,NM_001042480
hsa-miR-329-3p,NM_001042486
hsa-miR-329-3p,NM_001080419
hsa-miR-329-3p,NM_001100912
hsa-miR-329-3p,NM_001101421
hsa-miR-329-3p,NM_001114123
hsa-miR-329-3p,NM_001116
hsa-miR-329-3p,NM_001127458
hsa-miR-329-3p,NM_001127641
hsa-miR-329-3p,NM_001128175
hsa-miR-329-3p,NM_001130688
hsa-miR-329-3p,NM_001130689
hsa-miR-329-3p,NM_001135047
hsa-miR-329-3p,NM_001135048
hsa-miR-329-3p,NM_001136493
hsa-miR-329-3p,NM_001142503
hsa-miR-329-3p,NM_001142504
hsa-miR-329-3p,NM_001142966
hsa-miR-329-3p,NM_001143974
hsa-miR-329-3p,NM_001144900
hsa-miR-329-3p,NM_001160300
hsa-miR-329-3p,NM_001162505
hsa-miR-329-3p,NM_001164796
hsa-miR-329-3p,NM_001168398
hsa-miR-329-3p,NM_001174101
hsa-miR-329-3p,NM_001174102
hsa-miR-329-3p,NM_001178003
hsa-miR-329-3p,NM_001178097
hsa-miR-329-3p,NM_001184782
hsa-miR-329-3p,NM_001193493
hsa-miR-329-3p,NM_001199099
hsa-miR-329-3p,NM_001199691
hsa-miR-329-3p,NM_001199777
hsa-miR-329-3p,NM_001199880
hsa-miR-329-3p,NM_001205301
hsa-miR-329-3p,NM_001253676
hsa-miR-329-3p,NM_001256054
hsa-miR-329-3p,NM_001256213
hsa-miR-329-3p,NM_001257168
hsa-miR-329-3p,NM_001257281
hsa-miR-329-3p,NM_001257970
hsa-miR-329-3p,NM_001258248
hsa-miR-329-3p,NM_001270391
hsa-miR-329-3p,NM_001276722
hsa-miR-329-3p,NM_001276725
hsa-miR-329-3p,NM_001281497
hsa-miR-329-3p,NM_001286206
hsa-miR-329-3p,NM_001289022
hsa-miR-329-3p,NM_001304569
hsa-miR-329-3p,NM_001311175
hsa-miR-329-3p,NM_001317981
hsa-miR-329-3p,NM_001317982
hsa-miR-329-3p,NM_001318781
hsa-miR-329-3p,NM_001318918
hsa-miR-329-3p,NM_001319189
hsa-miR-329-3p,NM_001320147
hsa-miR-329-3p,NM_001347
hsa-miR-329-3p,NM_001348258
hsa-miR-329-3p,NM_001349
hsa-miR-329-3p,NM_001349896
hsa-miR-329-3p,NM_001349901
hsa-miR-329-3p,NM_001349902
hsa-miR-329-3p,NM_001350993
hsa-miR-329-3p,NM_001351105
hsa-miR-329-3p,NM_001351108
hsa-miR-329-3p,NM_001352071
hsa-miR-329-3p,NM_001353004
hsa-miR-329-3p,NM_001353684
hsa-miR-329-3p,NM_001353788
hsa-miR-329-3p,NM_001353792
hsa-miR-329-3p,NM_001363562
hsa-miR-329-3p,NM_001365621
hsa-miR-329-3p,NM_001365819
hsa-miR-329-3p,NM_001366385
hsa-miR-329-3p,NM_001366508
hsa-miR-329-3p,NM_001367773
hsa-miR-329-3p,NM_001369860
hsa-miR-329-3p,NM_001372047
hsa-miR-329-3p,NM_001377329
hsa-miR-329-3p,NM_001377376
hsa-miR-329-3p,NM_001377448
hsa-miR-329-3p,NM_001379685
hsa-miR-329-3p,NM_001386755
hsa-miR-329-3p,NM_001386759
hsa-miR-329-3p,NM_001386761
hsa-miR-329-3p,NM_001386765
hsa-miR-329-3p,NM_001386767
hsa-miR-329-3p,NM_001386788
hsa-miR-329-3p,NM_001388404
hsa-miR-329-3p,NM_001389594
hsa-miR-329-3p,NM_001389603
hsa-miR-329-3p,NM_001389608
hsa-miR-329-3p,NM_001551
hsa-miR-329-3p,NM_001679
hsa-miR-329-3p,NM_002129
hsa-miR-329-3p,NM_002379
hsa-miR-329-3p,NM_002528
hsa-miR-329-3p,NM_002740
hsa-miR-329-3p,NM_002972
hsa-miR-329-3p,NM_003031
hsa-miR-329-3p,NM_003038
hsa-miR-329-3p,NM_003395
hsa-miR-329-3p,NM_003675
hsa-miR-329-3p,NM_003863
hsa-miR-329-3p,NM_003933
hsa-miR-329-3p,NM_003987
hsa-miR-329-3p,NM_003989
hsa-miR-329-3p,NM_004430
hsa-miR-329-3p,NM_004450
hsa-miR-329-3p,NM_004609
hsa-miR-329-3p,NM_004643
hsa-miR-329-3p,NM_004756
hsa-miR-329-3p,NM_004759
hsa-miR-329-3p,NM_004809
hsa-miR-329-3p,NM_005229
hsa-miR-329-3p,NM_005242
hsa-miR-329-3p,NM_005392
hsa-miR-329-3p,NM_005441
hsa-miR-329-3p,NM_005503
hsa-miR-329-3p,NM_005775
hsa-miR-329-3p,NM_006002
hsa-miR-329-3p,NM_006142
hsa-miR-329-3p,NM_006169
hsa-miR-329-3p,NM_006416
hsa-miR-329-3p,NM_006580
hsa-miR-329-3p,NM_006756
hsa-miR-329-3p,NM_012084
hsa-miR-329-3p,NM_012152
hsa-miR-329-3p,NM_012226
hsa-miR-329-3p,NM_012347
hsa-miR-329-3p,NM_013241
hsa-miR-329-3p,NM_013341
hsa-miR-329-3p,NM_014482
hsa-miR-329-3p,NM_014725
hsa-miR-329-3p,NM_014902
hsa-miR-329-3p,NM_015063
hsa-miR-329-3p,NM_015154
hsa-miR-329-3p,NM_016093
hsa-miR-329-3p,NM_016318
hsa-miR-329-3p,NM_016524
hsa-miR-329-3p,NM_017856
hsa-miR-329-3p,NM_017955
hsa-miR-329-3p,NM_018015
hsa-miR-329-3p,NM_018930
hsa-miR-329-3p,NM_019095
hsa-miR-329-3p,NM_019893
hsa-miR-329-3p,NM_020406
hsa-miR-329-3p,NM_020433
hsa-miR-329-3p,NM_020697
hsa-miR-329-3p,NM_020728
hsa-miR-329-3p,NM_020795
hsa-miR-329-3p,NM_021623
hsa-miR-329-3p,NM_022081
hsa-miR-329-3p,NM_022773
hsa-miR-329-3p,NM_024046
hsa-miR-329-3p,NM_024066
hsa-miR-329-3p,NM_025219
hsa-miR-329-3p,NM_030567
hsa-miR-329-3p,NM_030661
hsa-miR-329-3p,NM_030796
hsa-miR-329-3p,NM_030915
hsa-miR-329-3p,NM_032323
hsa-miR-329-3p,NM_032377
hsa-miR-329-3p,NM_032575
hsa-miR-329-3p,NM_032793
hsa-miR-329-3p,NM_033011
hsa-miR-329-3p,NM_033480
hsa-miR-329-3p,NM_033481
hsa-miR-329-3p,NM_052819
hsa-miR-329-3p,NM_052839
hsa-miR-329-3p,NM_079421
hsa-miR-329-3p,NM_080387
hsa-miR-329-3p,NM_080391
hsa-miR-329-3p,NM_130469
hsa-miR-329-3p,NM_138347
hsa-miR-329-3p,NM_145238
hsa-miR-329-3p,NM_145701
hsa-miR-329-3p,NM_145759
hsa-miR-329-3p,NM_152296
hsa-miR-329-3p,NM_152383
hsa-miR-329-3p,NM_152403
hsa-miR-329-3p,NM_152751
hsa-miR-329-3p,NM_152841
hsa-miR-329-3p,NM_170682
hsa-miR-329-3p,NM_172240
hsa-miR-329-3p,NM_173530
hsa-miR-329-3p,NM_173607
hsa-miR-329-3p,NM_173799
hsa-miR-329-3p,NM_174872
hsa-miR-329-3p,NM_175060
hsa-miR-329-3p,NM_175913
hsa-miR-329-3p,NM_178006
hsa-miR-329-3p,NM_182493
hsa-miR-329-3p,NM_182798
hsa-miR-329-3p,NM_198156
hsa-miR-329-3p,NM_199069
hsa-miR-329-3p,NM_199073
hsa-miR-329-3p,NM_199074
hsa-miR-329-3p,NM_199168
hsa-miR-329-3p,NM_201431
hsa-miR-329-3p,NM_201437
hsa-miR-329-3p,NM_207163
hsa-miR-329-3p,NM_207381
hsa-miR-329-3p,XM_005261935
hsa-miR-329-3p,XM_005271186
hsa-miR-329-3p,XM_006713496
hsa-miR-329-3p,XM_017002304
hsa-miR-329-3p,XM_017013719
hsa-miR-329-3p,XM_017023281
hsa-miR-329-3p,XM_017027667
hsa-miR-329-3p,XM_024447520
hsa-miR-329-3p,XM_024451308
hsa-miR-329-3p,XM_047422067
hsa-miR-329-3p,XM_047432996
hsa-miR-329-3p,XM_047434171
hsa-miR-329-3p,XM_047436462
hsa-miR-329-3p,XM_047436713
hsa-miR-329-3p,XM_047436715
hsa-miR-329-3p,XM_047436720
hsa-miR-329-3p,XM_047436722
hsa-miR-329-3p,XM_047436723
hsa-miR-329-3p,XM_047438862
hsa-miR-329-3p,XM_047441454
hsa-miR-329-3p,XM_047443595
hsa-miR-369-3p,NM_001018091
hsa-miR-369-3p,NM_001102445
hsa-miR-369-3p,NM_001130475
hsa-miR-369-3p,NM_001135239
hsa-miR-369-3p,NM_001165414
hsa-miR-369-3p,NM_001165415
hsa-miR-369-3p,NM_001165416
hsa-miR-369-3p,NM_001165962
hsa-miR-369-3p,NM_001243236
hsa-miR-369-3p,NM_001251962
hsa-miR-369-3p,NM_001251963
hsa-miR-369-3p,NM_001281956
hsa-miR-369-3p,NM_001304498
hsa-miR-369-3p,NM_004592
hsa-miR-369-3p,NM_005566
hsa-miR-369-3p,NM_006080
hsa-miR-369-3p,NM_007039
hsa-miR-369-3p,NM_014939
hsa-miR-369-3p,NM_015595
hsa-miR-369-3p,NM_018127
hsa-miR-369-3p,NM_024007
hsa-miR-369-3p,NM_030753
hsa-miR-369-3p,NM_031866
hsa-miR-369-3p,NM_144600
hsa-miR-369-3p,NM_181671
hsa-miR-369-3p,NM_182529
hsa-miR-369-3p,NM_182708
hsa-miR-369-3p,XM_017025615
hsa-miR-369-3p,XM_047430686
hsa-miR-369-3p,XM_047443685
hsa-miR-370-3p,NM_000031
hsa-miR-370-3p,NM_000157
hsa-miR-370-3p,NM_000460
hsa-miR-370-3p,NM_000547
hsa-miR-370-3p,NM_000569
hsa-miR-370-3p,NM_000570
hsa-miR-370-3p,NM_000732
hsa-miR-370-3p,NM_000788
hsa-miR-370-3p,NM_000798
hsa-miR-370-3p,NM_000925
hsa-miR-370-3p,NM_000929
hsa-miR-370-3p,NM_001001555
hsa-miR-370-3p,NM_001003942
hsa-miR-370-3p,NM_001003943
hsa-miR-370-3p,NM_001003945
hsa-miR-370-3p,NM_001004351
hsa-miR-370-3p,NM_001005373
hsa-miR-370-3p,NM_001005374
hsa-miR-370-3p,NM_001018112
hsa-miR-370-3p,NM_001040424
hsa-miR-370-3p,NM_001040451
hsa-miR-370-3p,NM_001040452
hsa-miR-370-3p,NM_001040455
hsa-miR-370-3p,NM_001040651
hsa-miR-370-3p,NM_001079691
hsa-miR-370-3p,NM_001081492
hsa-miR-370-3p,NM_001099339
hsa-miR-370-3p,NM_001099439
hsa-miR-370-3p,NM_001101387
hsa-miR-370-3p,NM_001101672
hsa-miR-370-3p,NM_001102454
hsa-miR-370-3p,NM_001122825
hsa-miR-370-3p,NM_001122826
hsa-miR-370-3p,NM_001122827
hsa-miR-370-3p,NM_001127258
hsa-miR-370-3p,NM_001127596
hsa-miR-370-3p,NM_001130086
hsa-miR-370-3p,NM_001130087
hsa-miR-370-3p,NM_001130088
hsa-miR-370-3p,NM_001134775
hsa-miR-370-3p,NM_001135553
hsa-miR-370-3p,NM_001135639
hsa-miR-370-3p,NM_001135773
hsa-miR-370-3p,NM_001136191
hsa-miR-370-3p,NM_001137664
hsa-miR-370-3p,NM_001142460
hsa-miR-370-3p,NM_001142464
hsa-miR-370-3p,NM_001143819
hsa-miR-370-3p,NM_001144037
hsa-miR-370-3p,NM_001144038
hsa-miR-370-3p,NM_001144937
hsa-miR-370-3p,NM_001145023
hsa-miR-370-3p,NM_001145160
hsa-miR-370-3p,NM_001159703
hsa-miR-370-3p,NM_001159704
hsa-miR-370-3p,NM_001160167
hsa-miR-370-3p,NM_001161841
hsa-miR-370-3p,NM_001163474
hsa-miR-370-3p,NM_001166049
hsa-miR-370-3p,NM_001167819
hsa-miR-370-3p,NM_001168331
hsa-miR-370-3p,NM_001168399
hsa-miR-370-3p,NM_001171132
hsa-miR-370-3p,NM_001171133
hsa-miR-370-3p,NM_001171134
hsa-miR-370-3p,NM_001171812
hsa-miR-370-3p,NM_001171971
hsa-miR-370-3p,NM_001173468
hsa-miR-370-3p,NM_001177597
hsa-miR-370-3p,NM_001177598
hsa-miR-370-3p,NM_001185176
hsa-miR-370-3p,NM_001185177
hsa-miR-370-3p,NM_001191055
hsa-miR-370-3p,NM_001193329
hsa-miR-370-3p,NM_001193331
hsa-miR-370-3p,NM_001195217
hsa-miR-370-3p,NM_001199745
hsa-miR-370-3p,NM_001201572
hsa-miR-370-3p,NM_001206744
hsa-miR-370-3p,NM_001206844
hsa-miR-370-3p,NM_001206957
hsa-miR-370-3p,NM_001206977
hsa-miR-370-3p,NM_001206978
hsa-miR-370-3p,NM_001206979
hsa-miR-370-3p,NM_001206992
hsa-miR-370-3p,NM_001206993
hsa-miR-370-3p,NM_001220494
hsa-miR-370-3p,NM_001232
hsa-miR-370-3p,NM_001242353
hsa-miR-370-3p,NM_001242354
hsa-miR-370-3p,NM_001242786
hsa-miR-370-3p,NM_001242787
hsa-miR-370-3p,NM_001242788
hsa-miR-370-3p,NM_001243197
hsa-miR-370-3p,NM_001243270
hsa-miR-370-3p,NM_001250
hsa-miR-370-3p,NM_001254757
hsa-miR-370-3p,NM_001254758
hsa-miR-370-3p,NM_001254759
hsa-miR-370-3p,NM_001256442
hsa-miR-370-3p,NM_001256443
hsa-miR-370-3p,NM_001256584
hsa-miR-370-3p,NM_001256666
hsa-miR-370-3p,NM_001256667
hsa-miR-370-3p,NM_001256668
hsa-miR-370-3p,NM_001258031
hsa-miR-370-3p,NM_001258391
hsa-miR-370-3p,NM_001270998
hsa-miR-370-3p,NM_001270999
hsa-miR-370-3p,NM_001278138
hsa-miR-370-3p,NM_001282311
hsa-miR-370-3p,NM_001282349
hsa-miR-370-3p,NM_001282350
hsa-miR-370-3p,NM_001282957
hsa-miR-370-3p,NM_001283054
hsa-miR-370-3p,NM_001283055
hsa-miR-370-3p,NM_001284407
hsa-miR-370-3p,NM_001284408
hsa-miR-370-3p,NM_001286130
hsa-miR-370-3p,NM_001286211
hsa-miR-370-3p,NM_001286459
hsa-miR-370-3p,NM_001286461
hsa-miR-370-3p,NM_001287747
hsa-miR-370-3p,NM_001290043
hsa-miR-370-3p,NM_001291943
hsa-miR-370-3p,NM_001297
hsa-miR-370-3p,NM_001301214
hsa-miR-370-3p,NM_001301687
hsa-miR-370-3p,NM_001301839
hsa-miR-370-3p,NM_001304367
hsa-miR-370-3p,NM_001305204
hsa-miR-370-3p,NM_001305457
hsa-miR-370-3p,NM_001307939
hsa-miR-370-3p,NM_001308154
hsa-miR-370-3p,NM_001312691
hsa-miR-370-3p,NM_001312692
hsa-miR-370-3p,NM_001315536
hsa-miR-370-3p,NM_001317192
hsa-miR-370-3p,NM_001317817
hsa-miR-370-3p,NM_001318755
hsa-miR-370-3p,NM_001319086
hsa-miR-370-3p,NM_001323935
hsa-miR-370-3p,NM_001329128
hsa-miR-370-3p,NM_001330152
hsa-miR-370-3p,NM_001330182
hsa-miR-370-3p,NM_001330448
hsa-miR-370-3p,NM_001330556
hsa-miR-370-3p,NM_001330659
hsa-miR-370-3p,NM_001330741
hsa-miR-370-3p,NM_001331030
hsa-miR-370-3p,NM_001348397
hsa-miR-370-3p,NM_001348398
hsa-miR-370-3p,NM_001348399
hsa-miR-370-3p,NM_001348400
hsa-miR-370-3p,NM_001348749
hsa-miR-370-3p,NM_001348750
hsa-miR-370-3p,NM_001350814
hsa-miR-370-3p,NM_001350815
hsa-miR-370-3p,NM_001351830
hsa-miR-370-3p,NM_001353632
hsa-miR-370-3p,NM_001353916
hsa-miR-370-3p,NM_001354045
hsa-miR-370-3p,NM_001362758
hsa-miR-370-3p,NM_001363491
hsa-miR-370-3p,NM_001363517
hsa-miR-370-3p,NM_001365709
hsa-miR-370-3p,NM_001366458
hsa-miR-370-3p,NM_001368095
hsa-miR-370-3p,NM_001368096
hsa-miR-370-3p,NM_001369330
hsa-miR-370-3p,NM_001369414
hsa-miR-370-3p,NM_001369415
hsa-miR-370-3p,NM_001369419
hsa-miR-370-3p,NM_001369621
hsa-miR-370-3p,NM_001370277
hsa-miR-370-3p,NM_001370287
hsa-miR-370-3p,NM_001370290
hsa-miR-370-3p,NM_001370299
hsa-miR-370-3p,NM_001370401
hsa-miR-370-3p,NM_001374871
hsa-miR-370-3p,NM_001379549
hsa-miR-370-3p,NM_001384143
hsa-miR-370-3p,NM_001384159
hsa-miR-370-3p,NM_001386885
hsa-miR-370-3p,NM_001386974
hsa-miR-370-3p,NM_001386975
hsa-miR-370-3p,NM_001386976
hsa-miR-370-3p,NM_001386977
hsa-miR-370-3p,NM_001394198
hsa-miR-370-3p,NM_001398508
hsa-miR-370-3p,NM_001449
hsa-miR-370-3p,NM_001519
hsa-miR-370-3p,NM_001667
hsa-miR-370-3p,NM_001983
hsa-miR-370-3p,NM_002101
hsa-miR-370-3p,NM_002165
hsa-miR-370-3p,NM_002248
hsa-miR-370-3p,NM_002469
hsa-miR-370-3p,NM_002553
hsa-miR-370-3p,NM_002567
hsa-miR-370-3p,NM_002911
hsa-miR-370-3p,NM_002989
hsa-miR-370-3p,NM_003032
hsa-miR-370-3p,NM_003356
hsa-miR-370-3p,NM_003562
hsa-miR-370-3p,NM_003684
hsa-miR-370-3p,NM_003920
hsa-miR-370-3p,NM_003923
hsa-miR-370-3p,NM_004275
hsa-miR-370-3p,NM_004518
hsa-miR-370-3p,NM_004547
hsa-miR-370-3p,NM_005123
hsa-miR-370-3p,NM_005687
hsa-miR-370-3p,NM_005716
hsa-miR-370-3p,NM_005982
hsa-miR-370-3p,NM_006278
hsa-miR-370-3p,NM_006361
hsa-miR-370-3p,NM_006398
hsa-miR-370-3p,NM_006464
hsa-miR-370-3p,NM_006825
hsa-miR-370-3p,NM_007182
hsa-miR-370-3p,NM_007216
hsa-miR-370-3p,NM_007241
hsa-miR-370-3p,NM_012232
hsa-miR-370-3p,NM_012278
hsa-miR-370-3p,NM_012409
hsa-miR-370-3p,NM_012459
hsa-miR-370-3p,NM_013382
hsa-miR-370-3p,NM_014141
hsa-miR-370-3p,NM_014634
